0.534146,3750,(3, 3)
0.017912,3750,(3, 3)
0.991468,3751,(3, 3)
0.122325,3751,(3, 3)
0.008879,3752,(3, 3)
0.213309,3752,(3, 3)
0.002043,3753,(3, 3)
0.066882,3753,(3, 3)
0.739918,3754,(3, 3)
0.035174,3754,(3, 3)
0.350485,3755,(3, 3)
0.739918,3755,(3, 3)
0.122325,3756,(3, 3)
0.350485,3756,(3, 3)
0.739918,3757,(3, 3)
0.350485,3757,(3, 3)
0.739918,3758,(3, 3)
0.350485,3758,(3, 3)
0.911413,3759,(3, 3)
0.122325,3759,(3, 3)
0.534146,3760,(3, 3)
0.066882,3760,(3, 3)
0.534146,3761,(3, 3)
0.122325,3761,(3, 3)
0.350485,3762,(3, 3)
0.534146,3762,(3, 3)
0.534146,3763,(3, 3)
0.350485,3763,(3, 3)
0.213309,3764,(3, 3)
0.991468,3764,(3, 3)
0.739918,3765,(3, 3)
0.534146,3765,(3, 3)
0.350485,3766,(3, 3)
0.739918,3766,(3, 3)
0.004301,3767,(3, 3)
0.350485,3767,(3, 3)
0.350485,3768,(3, 3)
0.213309,3768,(3, 3)
0.122325,3769,(3, 3)
0.122325,3769,(3, 3)
0.534146,3770,(3, 3)
0.122325,3770,(3, 3)
0.122325,3771,(3, 3)
0.534146,3771,(3, 3)
0.122325,3772,(3, 3)
0.350485,3772,(3, 3)
0.739918,3773,(3, 3)
0.739918,3773,(3, 3)
0.350485,3774,(3, 3)
0.534146,3774,(3, 3)
0.739918,3775,(3, 3)
0.739918,3775,(3, 3)
0.350485,3776,(3, 3)
0.350485,3776,(3, 3)
0.066882,3777,(3, 3)
0.008879,3777,(3, 3)
0.213309,3778,(3, 3)
0.534146,3778,(3, 3)
0.017912,3779,(3, 3)
0.350485,3779,(3, 3)
0.213309,3780,(3, 3)
0.350485,3780,(3, 3)
0.066882,3781,(3, 3)
0.008879,3781,(3, 3)
0.911413,3782,(3, 3)
0.739918,3782,(3, 3)
0.350485,3783,(3, 3)
0.213309,3783,(3, 3)
0.534146,3784,(3, 3)
0.534146,3784,(3, 3)
0.122325,3785,(3, 3)
0.122325,3785,(3, 3)
0.350485,3786,(3, 3)
0.534146,3786,(3, 3)
0.534146,3787,(3, 3)
0.739918,3787,(3, 3)
0.534146,3788,(3, 3)
0.350485,3788,(3, 3)
0.911413,3789,(3, 3)
0.350485,3789,(3, 3)
0.122325,3790,(3, 3)
0.122325,3790,(3, 3)
0.350485,3791,(3, 3)
0.534146,3791,(3, 3)
0.534146,3792,(3, 3)
0.122325,3792,(3, 3)
0.008879,3793,(3, 3)
0.350485,3793,(3, 3)
0.066882,3794,(3, 3)
0.122325,3794,(3, 3)
0.350485,3795,(3, 3)
0.534146,3795,(3, 3)
0.739918,3796,(3, 3)
0.350485,3796,(3, 3)
0.122325,3797,(3, 3)
0.739918,3797,(3, 3)
0.213309,3798,(3, 3)
0.911413,3798,(3, 3)
0.911413,3799,(3, 3)
0.534146,3799,(3, 3)
0.122325,3800,(3, 3)
0.534146,3800,(3, 3)
0.122325,3801,(3, 3)
0.213309,3801,(3, 3)
0.017912,3802,(3, 3)
0.739918,3802,(3, 3)
0.911413,3803,(3, 3)
0.739918,3803,(3, 3)
0.739918,3804,(3, 3)
0.534146,3804,(3, 3)
0.213309,3805,(3, 3)
0.534146,3805,(3, 3)
0.739918,3806,(3, 3)
0.213309,3806,(3, 3)
0.350485,3807,(3, 3)
0.350485,3807,(3, 3)
0.534146,3808,(3, 3)
0.739918,3808,(3, 3)
0.122325,3809,(3, 3)
0.035174,3809,(3, 3)
0.213309,3810,(3, 3)
0.534146,3810,(3, 3)
0.350485,3811,(3, 3)
0.350485,3811,(3, 3)
0.534146,3812,(3, 3)
0.122325,3812,(3, 3)
0.534146,3813,(3, 3)
0.534146,3813,(3, 3)
0.739918,3814,(3, 3)
0.213309,3814,(3, 3)
0.911413,3815,(3, 3)
0.911413,3815,(3, 3)
0.122325,3816,(3, 3)
0.534146,3816,(3, 3)
0.350485,3817,(3, 3)
0.213309,3817,(3, 3)
0.739918,3818,(3, 3)
0.122325,3818,(3, 3)
0.350485,3819,(3, 3)
0.739918,3819,(3, 3)
0.122325,3820,(3, 3)
0.017912,3820,(3, 3)
0.739918,3821,(3, 3)
0.911413,3821,(3, 3)
0.122325,3822,(3, 3)
0.534146,3822,(3, 3)
0.739918,3823,(3, 3)
0.350485,3823,(3, 3)
0.213309,3824,(3, 3)
0.739918,3824,(3, 3)
0.350485,3825,(3, 3)
0.534146,3825,(3, 3)
0.739918,3826,(3, 3)
0.739918,3826,(3, 3)
0.534146,3827,(3, 3)
0.066882,3827,(3, 3)
0.213309,3828,(3, 3)
0.534146,3828,(3, 3)
0.122325,3829,(3, 3)
0.350485,3829,(3, 3)
0.350485,3830,(3, 3)
0.911413,3830,(3, 3)
0.350485,3831,(3, 3)
0.350485,3831,(3, 3)
0.213309,3832,(3, 3)
0.534146,3832,(3, 3)
0.122325,3833,(3, 3)
0.350485,3833,(3, 3)
0.911413,3834,(3, 3)
0.739918,3834,(3, 3)
0.739918,3835,(3, 3)
0.350485,3835,(3, 3)
0.350485,3836,(3, 3)
0.911413,3836,(3, 3)
0.066882,3837,(3, 3)
0.008879,3837,(3, 3)
0.066882,3838,(3, 3)
0.066882,3838,(3, 3)
0.534146,3839,(3, 3)
0.213309,3839,(3, 3)
1e-06,3840,(3, 3)
0.008879,3840,(3, 3)
0.739918,3841,(3, 3)
0.739918,3841,(3, 3)
0.534146,3842,(3, 3)
0.350485,3842,(3, 3)
0.066882,3843,(3, 3)
0.017912,3843,(3, 3)
0.000199,3844,(3, 3)
0.122325,3844,(3, 3)
0.213309,3845,(3, 3)
0.122325,3845,(3, 3)
0.008879,3846,(3, 3)
0.066882,3846,(3, 3)
0.213309,3847,(3, 3)
0.122325,3847,(3, 3)
0.213309,3848,(3, 3)
0.122325,3848,(3, 3)
0.122325,3849,(3, 3)
0.350485,3849,(3, 3)
