0.911413,3750
0.911413,3751
0.739918,3752
0.739918,3753
0.350485,3754
0.534146,3755
0.213309,3756
0.350485,3757
0.739918,3758
0.739918,3759
0.035174,3760
0.213309,3761
0.350485,3762
0.739918,3763
0.534146,3764
0.350485,3765
0.350485,3766
0.213309,3767
0.739918,3768
0.350485,3769
0.534146,3770
0.122325,3771
0.911413,3772
0.350485,3773
0.911413,3774
0.350485,3775
0.122325,3776
0.213309,3777
0.911413,3778
0.911413,3779
0.213309,3780
0.213309,3781
0.739918,3782
0.350485,3783
0.911413,3784
0.534146,3785
0.739918,3786
0.911413,3787
0.534146,3788
0.350485,3789
0.534146,3790
0.350485,3791
0.122325,3792
0.122325,3793
0.350485,3794
0.534146,3795
0.350485,3796
0.213309,3797
0.911413,3798
0.534146,3799
0.534146,3800
0.122325,3801
0.350485,3802
0.534146,3803
0.213309,3804
0.350485,3805
0.350485,3806
0.122325,3807
0.534146,3808
0.534146,3809
0.213309,3810
0.213309,3811
0.534146,3812
0.066882,3813
0.911413,3814
0.911413,3815
0.008879,3816
0.350485,3817
0.534146,3818
0.122325,3819
0.739918,3820
0.350485,3821
0.911413,3822
0.122325,3823
0.350485,3824
0.534146,3825
0.534146,3826
0.534146,3827
0.739918,3828
0.911413,3829
0.350485,3830
0.739918,3831
0.739918,3832
0.350485,3833
0.739918,3834
0.739918,3835
0.350485,3836
0.739918,3837
0.911413,3838
0.534146,3839
0.534146,3840
0.739918,3841
0.534146,3842
0.739918,3843
0.534146,3844
0.122325,3845
0.350485,3846
0.534146,3847
0.350485,3848
0.534146,3849
