0.911413,3750
0.122325,3750
0.350485,3751
0.066882,3751
0.911413,3752
0.739918,3752
0.122325,3753
0.911413,3753
0.122325,3754
0.739918,3754
0.350485,3755
0.534146,3755
0.350485,3756
0.739918,3756
0.534146,3757
0.122325,3757
0.066882,3758
0.213309,3758
0.122325,3759
0.739918,3759
0.213309,3760
0.911413,3760
0.739918,3761
0.350485,3761
0.002043,3762
0.534146,3762
0.911413,3763
0.911413,3763
0.213309,3764
0.911413,3764
0.739918,3765
0.739918,3765
0.534146,3766
0.017912,3766
0.350485,3767
0.213309,3767
0.122325,3768
0.911413,3768
0.534146,3769
0.213309,3769
0.534146,3770
0.534146,3770
0.739918,3771
0.534146,3771
0.350485,3772
0.739918,3772
0.911413,3773
0.911413,3773
0.534146,3774
0.534146,3774
0.008879,3775
0.350485,3775
0.213309,3776
0.534146,3776
0.739918,3777
0.122325,3777
0.534146,3778
0.911413,3778
0.122325,3779
0.213309,3779
0.534146,3780
0.534146,3780
0.004301,3781
0.213309,3781
0.911413,3782
0.066882,3782
0.066882,3783
0.911413,3783
0.739918,3784
0.534146,3784
0.350485,3785
0.534146,3785
0.991468,3786
0.739918,3786
0.350485,3787
0.122325,3787
0.534146,3788
0.534146,3788
0.534146,3789
0.739918,3789
0.911413,3790
0.066882,3790
0.534146,3791
0.213309,3791
0.008879,3792
0.739918,3792
0.534146,3793
0.213309,3793
0.739918,3794
0.534146,3794
0.534146,3795
0.739918,3795
0.350485,3796
0.534146,3796
0.122325,3797
0.534146,3797
0.122325,3798
0.066882,3798
0.213309,3799
0.350485,3799
0.911413,3800
0.739918,3800
0.350485,3801
0.534146,3801
0.350485,3802
0.534146,3802
0.739918,3803
0.739918,3803
0.534146,3804
0.213309,3804
0.911413,3805
0.122325,3805
0.534146,3806
0.350485,3806
0.213309,3807
0.350485,3807
0.739918,3808
0.350485,3808
0.350485,3809
0.350485,3809
0.350485,3810
0.911413,3810
0.534146,3811
0.350485,3811
0.739918,3812
0.911413,3812
0.122325,3813
0.350485,3813
0.534146,3814
0.350485,3814
0.739918,3815
0.350485,3815
0.911413,3816
0.534146,3816
0.911413,3817
0.534146,3817
0.911413,3818
0.122325,3818
0.122325,3819
0.213309,3819
0.911413,3820
0.534146,3820
0.534146,3821
0.911413,3821
0.534146,3822
0.213309,3822
0.122325,3823
0.739918,3823
0.122325,3824
0.534146,3824
0.534146,3825
0.739918,3825
0.911413,3826
0.066882,3826
0.739918,3827
0.213309,3827
0.911413,3828
0.739918,3828
0.534146,3829
0.739918,3829
0.213309,3830
0.739918,3830
0.739918,3831
0.035174,3831
0.739918,3832
0.122325,3832
0.534146,3833
0.739918,3833
0.911413,3834
0.534146,3834
0.534146,3835
0.534146,3835
0.739918,3836
0.350485,3836
0.739918,3837
0.534146,3837
0.122325,3838
0.534146,3838
0.911413,3839
0.911413,3839
0.122325,3840
0.534146,3840
0.911413,3841
0.534146,3841
0.350485,3842
0.350485,3842
0.739918,3843
0.213309,3843
0.739918,3844
0.534146,3844
0.911413,3845
0.739918,3845
0.122325,3846
0.739918,3846
0.739918,3847
0.350485,3847
0.122325,3848
0.213309,3848
0.534146,3849
0.739918,3849
