0.350485,3750
0.350485,3751
0.035174,3752
0.739918,3753
0.739918,3754
0.534146,3755
0.739918,3756
0.213309,3757
0.534146,3758
0.534146,3759
0.739918,3760
0.066882,3761
0.122325,3762
0.534146,3763
0.534146,3764
0.911413,3765
0.739918,3766
0.350485,3767
0.534146,3768
0.122325,3769
0.350485,3770
0.350485,3771
0.739918,3772
0.066882,3773
0.534146,3774
0.213309,3775
0.739918,3776
0.534146,3777
0.066882,3778
0.350485,3779
0.739918,3780
0.213309,3781
0.739918,3782
0.350485,3783
0.350485,3784
0.002043,3785
0.350485,3786
0.534146,3787
0.911413,3788
0.122325,3789
0.534146,3790
0.534146,3791
0.534146,3792
0.350485,3793
0.911413,3794
0.350485,3795
0.122325,3796
0.350485,3797
0.017912,3798
0.534146,3799
0.911413,3800
0.534146,3801
0.739918,3802
0.122325,3803
0.350485,3804
0.350485,3805
0.122325,3806
0.350485,3807
0.122325,3808
0.534146,3809
0.911413,3810
0.534146,3811
0.534146,3812
0.534146,3813
0.739918,3814
0.213309,3815
0.213309,3816
0.739918,3817
0.350485,3818
0.911413,3819
0.350485,3820
0.534146,3821
0.213309,3822
0.350485,3823
0.017912,3824
0.122325,3825
0.739918,3826
0.534146,3827
0.534146,3828
0.739918,3829
0.350485,3830
0.213309,3831
0.739918,3832
0.911413,3833
0.350485,3834
0.122325,3835
0.534146,3836
0.739918,3837
0.739918,3838
0.350485,3839
0.739918,3840
0.739918,3841
0.739918,3842
0.534146,3843
0.991468,3844
0.213309,3845
0.122325,3846
0.122325,3847
0.534146,3848
0.122325,3849
