0.911413,3750,3,3
0.534146,3751,3,3
0.739918,3752,3,3
0.534146,3753,3,3
0.739918,3754,3,3
0.911413,3755,3,3
0.739918,3756,3,3
0.911413,3757,3,3
0.350485,3758,3,3
0.534146,3759,3,3
0.911413,3760,3,3
0.991468,3761,3,3
0.739918,3762,3,3
0.534146,3763,3,3
0.122325,3764,3,3
0.350485,3765,3,3
0.350485,3766,3,3
0.739918,3767,3,3
0.534146,3768,3,3
0.911413,3769,3,3
0.350485,3770,3,3
0.911413,3771,3,3
0.534146,3772,3,3
0.739918,3773,3,3
0.213309,3774,3,3
0.739918,3775,3,3
0.350485,3776,3,3
0.739918,3777,3,3
0.739918,3778,3,3
0.739918,3779,3,3
0.213309,3780,3,3
0.911413,3781,3,3
0.350485,3782,3,3
0.350485,3783,3,3
0.350485,3784,3,3
0.534146,3785,3,3
0.350485,3786,3,3
0.911413,3787,3,3
0.911413,3788,3,3
0.739918,3789,3,3
0.911413,3790,3,3
0.035174,3791,3,3
0.739918,3792,3,3
0.739918,3793,3,3
0.911413,3794,3,3
0.534146,3795,3,3
0.350485,3796,3,3
0.911413,3797,3,3
0.122325,3798,3,3
0.534146,3799,3,3
0.534146,3800,3,3
0.534146,3801,3,3
0.350485,3802,3,3
0.213309,3803,3,3
0.122325,3804,3,3
0.350485,3805,3,3
0.534146,3806,3,3
0.350485,3807,3,3
0.350485,3808,3,3
0.122325,3809,3,3
0.122325,3810,3,3
0.739918,3811,3,3
0.534146,3812,3,3
0.213309,3813,3,3
0.350485,3814,3,3
0.350485,3815,3,3
0.350485,3816,3,3
0.739918,3817,3,3
0.534146,3818,3,3
0.350485,3819,3,3
0.739918,3820,3,3
0.739918,3821,3,3
0.534146,3822,3,3
0.534146,3823,3,3
0.035174,3824,3,3
0.534146,3825,3,3
0.534146,3826,3,3
0.739918,3827,3,3
0.911413,3828,3,3
0.350485,3829,3,3
0.739918,3830,3,3
0.350485,3831,3,3
0.534146,3832,3,3
0.213309,3833,3,3
0.350485,3834,3,3
0.911413,3835,3,3
0.122325,3836,3,3
0.739918,3837,3,3
0.066882,3838,3,3
0.350485,3839,3,3
0.534146,3840,3,3
0.122325,3841,3,3
0.035174,3842,3,3
0.122325,3843,3,3
0.066882,3844,3,3
0.122325,3845,3,3
0.739918,3846,3,3
0.739918,3847,3,3
0.534146,3848,3,3
0.350485,3849,3,3
